80816,27Bet Her,,-0.500988334,G8III,0.947,-16.09657,-38.96682,16.59869
84345,64Alp1Her,Rasalgethi,-2.565254844,M5IIvar,1.164,-22.32468,-111.33903,29.13541
59747,Del Cru,,-2.448459952,B2IV,-0.193,-57.77423,-3.82367,-95.41316
85670,23Bet Dra,,-2.433967312,G2II,0.954,-8.72199,-67.23131,87.7204
76297,Gam Lup,,-3.401660777,B2IV,-0.216,-77.35007,-105.62841,-114.4786
25606,9Bet Lep,Nihal,-0.632290208,G5II,0.807,6.30287,45.19847,-17.29827
81693,40Zet Her,,2.64375832,F9IV,0.65,-3.09605,-8.65781,5.65706
2021,Bet Hyi,,3.451955958,G2IV,0.618,1.63874,0.1842,-7.29078
81266,23Tau Sco,,-2.778791121,B0V,-0.206,-41.66072,-108.36402,-62.29199
90496,22Lam Sgr,,0.946562255,K1IIIb,1.025,2.6056,-21.24307,-10.17227
1067,88Gam Peg,Algenib,-2.216086541,B2IV,-0.19,98.41495,5.69,26.75313
39757,15Rho Pup,,1.409599087,F2mF5IIp,0.458,-9.25981,14.88447,-7.91661
77952,Bet TrA,,2.378849574,F2III,0.315,-2.85326,-4.70883,-11.00919
18246,44Zet Per,,-4.554309581,B1Ib,0.271,133.5085,218.14795,159.09523
85258,Bet Ara,,-3.494013674,K3Ib-II,1.479,-15.77932,-103.42001,-152.38833
85792,Alp Ara,,-1.514774701,B2Vne,-0.136,-5.86767,-47.51755,-56.80916
17702,25Eta Tau,Alcyone,-2.410381901,B7III,-0.086,56.24191,86.17987,46.04441
63608,47Eps Vir,Vindemiatrix,0.368953415,G8IIIvar,0.934,-29.6505,-8.2478,5.9595
107556,49Del Cap,,2.486338404,A5mF2 (IV),0.18,9.49948,-6.22587,-3.28399
0,66Alp Gem,,1.855989172,A m,,-5.38418,12.29192,8.35021
9236,Alp Hyi,,1.161480801,F0V,0.29,9.04196,5.15559,-19.22603
97165,18Del Cyg,,-0.738246535,B9.5III,-0.002,16.35864,-33.18153,37.16401
30343,13Mu  Gem,,-1.388529513,M3IIIvar,1.621,-6.56655,65.3273,27.21441
74946,Gam TrA,,-0.871808898,A1V,0.014,-13.16684,-15.54113,-52.18829
110130,Alp Tuc,,-1.053134236,K3III,1.39,27.29692,-12.9465,-52.87947
13847,The1Eri,,-0.591094244,A4III+...,0.128,26.87063,26.46612,-31.99074
94141,41Pi  Sgr,,-2.77090896,F2II/III,0.377,37.75593,-120.1781,-48.41447
36188,3Bet CMi,,-0.698022476,B8Vvar,-0.097,-19.16974,47.95739,7.5247
63125,12Alp2CVn,,0.246458555,A0spe...,-0.115,-25.71784,-6.41583,20.94692
78265,6Pi  Sco,,-2.853708256,B1V + B2V,-0.18,-63.78159,-109.20601,-61.99426
18532,45Eps Per,,-3.187636879,B0.5V,-0.199,64.21776,108.86115,106.09322
80112,20Sig Sco,,-3.863085149,B1III,0.299,-84.88948,-184.53903,-97.29091
106278,22Bet Aqr,,-3.466363955,G0Ib,0.828,148.91335,-112.6645,-18.21423
14328,23Gam Per,,-1.567564443,G8III+...,0.716,32.36214,33.74589,63.20155
48002,Ups Car,,-5.564019713,A9,0.273,-175.4129,114.89382,-451.16332
112158,44Eta Peg,,-1.163641142,G2II-III..,0.852,53.74033,-18.7664,33.15819
32768,Tau Pup,,-0.801808898,K0III...,1.207,-7.68429,34.70777,-43.29933
60965,7Del Crv,,0.787454772,B9.5V,-0.012,-25.61615,-3.35723,-7.66014
109074,34Alp Aqr,,-3.882657722,G2Ib,0.969,204.26809,-111.15821,-1.29813
18543,34Gam Eri,,-1.186039898,M1IIIb Ca-1,1.588,33.45034,56.80375,-15.83629
26451,123Zet Tau,,-2.563966235,B4IIIp,-0.148,11.61547,118.70231,46.12407
47908,17Eps Leo,,-1.458613517,G0II,0.808,-58.6315,38.86192,30.98651
88635,10Gam2Sgr,,0.63355919,K0III,0.981,0.64387,-25.39857,-14.92014
64962,46Gam Hya,,-0.04739455,G8III,0.92,-35.04901,-12.57022,-15.93694
87073,Iot1Sco,,-5.70964306,F3Ia,0.509,-22.74761,-419.50347,-354.11196
93747,17Zet Aql,,0.955322158,A0Vn,0.014,6.97664,-23.77729,6.1157
10064,4Bet Tri,,0.094819154,A5III,0.14,26.36625,16.72317,21.85198
54539,52Psi UMa,,-0.267257207,K1III,1.144,-31.34326,6.99681,31.55746
75097,13Gam UMi,,-2.840651129,A3II-III,0.058,-29.40236,-35.26763,139.93476
82514,Mu 1Sco,,-4.006047466,B1.5IV + B,-0.2,-58.10284,-189.66291,-155.24236
108085,Gam Gru,,-0.969920616,B8III,-0.084,42.16156,-25.85497,-37.76527
17358,39Del Per,,-3.035057625,B5III SB,-0.125,61.21681,89.84547,119.84786
30122,1Zet CMa,,-2.046141329,B2.5V,-0.16,-7.8978,88.87366,-51.64511
33977,24Omi2CMa,,-6.460981395,B3Ia,-0.077,-195.58086,693.19308,-318.17088
59316,2Eps Crv,,-1.822957679,K2III,1.326,-85.78387,-3.79244,-35.77806
23416,7Eps Aur,,-5.949400087,F0Ia,0.537,112.96161,436.54576,432.773
62322,Bet Mus,,-1.858193587,B2V,-0.178,-34.85496,-7.13586,-88.53902
71075,27Gam Boo,,0.955426832,A7IIIvar,0.191,-16.14462,-12.62256,16.18926
95947,6Bet1Cyg,,-2.313148185,K3II+...,1.088,40.258,-96.33263,55.41966
100345,9Bet Cap,,-2.065958313,A5:n,0.79,58.86945,-83.29004,-26.91264
32246,27Eps Gem,,-4.15246399,A3mA6-A9,1.377,-47.77938,246.19265,117.64315
50801,34Mu  UMa,,-1.351986542,M0III SB,1.603,-52.01931,23.61615,50.54253
94376,57Del Dra,,0.632087743,G9III,0.99,3.63622,-11.1,28.42511
89642,Eta Sgr,,-0.200756085,M2III,1.582,2.81494,-36.52341,-27.36544
43813,16Zet Hya,,-0.213713718,G8III-IV,0.978,-31.84056,33.1466,4.78664
52943,Nu  Hya,,-0.030967707,K0/K1III,1.232,-38.88701,12.33123,-11.84761
56561,Lam Cen,,-2.385434661,B9II:,-0.044,-56.67733,6.0115,-111.95522
101772,Alp Ind,,0.649953624,K0III,0.998,13.36354,-16.27389,-22.81328
27628,Bet Col,,1.015486633,K1.5III,1.146,0.8434,21.36916,-15.4065
44127,9Iot UMa,,2.292739288,A7IV,0.223,-6.89599,6.94345,10.88464
83081,Zet Ara,,-3.108258321,K5III,1.552,-26.05922,-94.9642,-145.94022
84379,65Del Her,,1.212855141,A3IVv SB,0.08,-4.25794,-21.42178,10.1102
73334,Kap Cen,,-2.961223127,B2IV,-0.208,-87.03097,-86.39657,-110.82318
45860,40Alp Lyn,,-1.024891021,M0IIIvar,1.55,-43.19749,35.90859,38.45196
46701,,,-1.153229443,K5III,1.538,-31.59275,23.9753,-61.1514
84380,67Pi  Her,,-2.095491195,K3IIvar,1.437,-17.55154,-88.33341,67.39612
31685,Nu  Pup,,-2.39472811,B8III SB,-0.103,-15.50885,93.27422,-88.78018
46853,25The UMa,,2.520555777,F6IV,0.475,-6.69761,5.00716,10.58051
83895,22Zet Dra,,-1.918643835,B6III,-0.12,-9.49389,-41.77664,94.94878
92041,27Phi Sgr,,-1.077752953,B8.5III,-0.107,12.4711,-61.77204,-32.09668
23767,10Eta Aur,,-0.958445157,B3V,-0.148,11.69554,49.20178,44.32711
71908,Alp Cir,,2.105580975,F1Vp,0.256,-5.26576,-4.51774,-14.86173
22449,1Pi 3Ori,,3.667590212,F6V,0.484,2.40102,7.59608,0.97269
23685,2Eps Lep,,-1.01969603,K4III,1.46,15.14877,62.45161,-26.44892
83000,27Kap Oph,,1.088346468,K2IIIvar,1.16,-6.97638,-25.01658,4.28787
87261,,,0.240510383,K0/K1III,1.192,-1.37346,-31.0151,-23.43132
104732,64Zet Cyg,,-0.115721552,G8II SB,0.99,29.80857,-26.62004,23.2853
116727,35Gam Cep,,2.511690033,K1IV,1.031,2.94236,-0.26583,13.47299
75141,Del Lup,,-2.752495709,B1.5IV,-0.227,-75.77693,-91.41348,-101.94098
79882,2Eps Oph,,0.640077882,G8III,0.966,-14.10049,-29.66905,-2.69643
89962,58Eta Ser,,1.843580837,K0III-IV,0.941,1.75635,-18.82987,-0.95706
106032,8Bet Cep,,-3.076097208,B2IIIv SB,-0.201,47.96441,-37.2521,172.0793
32607,Alp Pic,,0.829936015,A7IV,0.225,-2.97877,13.95645,-26.77402
99473,65The Aql,,-1.483108343,B9.5III,-0.066,47.71438,-73.9642,-1.26205
36377,Sig Pup,,-0.505231923,K5III SB,1.509,-15.57165,37.95286,-38.66078
68895,49Pi  Hya,,0.787255305,K2III,1.091,-23.65829,-14.55057,-13.9583
73714,20Sig Lib,,-1.509734134,M3/M4III,1.674,-56.21493,-58.24839,-38.23379
93194,14Gam Lyr,,-3.195184405,B9III,-0.049,41.64894,-158.35163,105.07526
17678,Gam Hyi,,-0.826500483,M2III,1.59,9.76315,14.92495,-63.19134
3092,31Del And,,0.808604883,K3III...,1.268,26.2754,4.5535,15.93539
84970,42The Oph,,-2.916607181,B2IV,-0.186,-25.82842,-154.38487,-72.98966
113136,76Del Aqr,,-0.177595543,A3V,0.066,45.16981,-13.24053,-13.338
24305,5Mu  Lep,,-0.471360835,B9IV: HgMn,-0.11,11.07024,53.14225,-15.77626
50099,Ome Car,,-1.985120458,B8III,-0.074,-34.65999,17.33034,-106.68771
75458,12Iot Dra,,0.810314413,K2III,1.166,-10.11327,-12.59296,26.84403
21281,Alp Dor,,-0.357110141,A0V:,-0.079,11.31419,28.72103,-44.1596
51576,,,-2.615480803,B4Vne,-0.089,-67.04187,27.07826,-134.20063
29655,7Eta Gem,,-1.838265619,M3III,1.6,-6.4167,98.7032,40.98431
85267,Gam Ara,,-4.400590516,B1Ib,-0.15,-29.02138,-190.73712,-290.14135
5165,Bet Phe,,-0.597850846,G8IIIvar,0.885,39.93187,11.84449,-44.22807
14354,25Rho Per,,-1.673495335,M3IIIvar,1.528,53.65763,56.13721,62.52791
59774,69Del UMa,,1.333012602,A3Vvar,0.077,-13.5563,-0.91372,20.94832
84143,Eta Sco,,1.612918577,F3p,0.441,-3.31408,-15.64288,-15.03592
88048,64Nu  Oph,,-0.033010603,K0III,0.987,-0.19604,-46.15822,-7.95087
93864,40Tau Sgr,,0.484045025,K1/K2III,1.169,9.41374,-31.30778,-17.14195
19780,Alp Ret,,-0.167022581,G7III,0.915,10.28256,20.71951,-44.38443
54879,70The Leo,,-0.350636616,A2V,-0.003,-51.46007,10.4134,14.49111
38170,7Xi  Pup,,-4.74092317,G6Ia,1.218,-172.10021,333.10166,-173.71861
8886,45Eps Cas,,-2.309718191,B2pvar,-0.15,52.76746,28.76818,121.44382
25281,28Eta Ori,,-3.856457147,B1V + B2,-0.24,42.60872,272.69258,-11.55407
32362,31Xi  Gem,,2.130136065,F5IV,0.443,-3.35639,16.76262,3.91411
41704,1Omi UMa,,-0.402785193,G4II-III,0.856,-16.79045,21.82901,49.11186
95501,30Del Aql,,2.426236504,F0IV,0.319,5.59439,-14.29432,0.83524
75264,Eps Lup,,-2.575478597,B2IV-V,-0.191,-69.64024,-84.99401,-108.69634
43109,11Eps Hya,,0.29278661,G0III-IV,0.685,-27.39274,30.75104,4.6331
66249,79Zet Vir,,1.624238542,A3V,0.114,-20.55657,-9.01257,-0.23346
26207,39Lam Ori,,-4.160207603,O...,-0.16,34.51299,316.89853,55.83056
50371,,,-3.377981369,K3II,1.541,-97.55453,47.01095,-198.0625
63090,43Del Vir,,-0.574522298,M3III,1.571,-60.14908,-14.88763,3.67874
109492,21Zet Cep,,-3.348768295,K1Ibv SB,1.558,104.29907,-53.80143,189.28823
20894,78The2Tau,,0.101228808,A7III,0.179,17.05254,40.49776,12.49298
0,,,1.342479005,A3 V,,-5.33503,-24.24741,-6.99186
6867,Gam Phe,,-0.868686131,K5II-III,1.542,48.36058,19.62876,-49.21402
18724,35Lam Tau,,-1.865120458,B3V + A,-0.099,55.12531,96.1378,24.54887
67464,Nu  Cen,,-2.405216315,B2IV,-0.225,-96.52787,-49.98452,-96.80779
74395,Zet Lup,,0.650438333,G8III,0.918,-14.62844,-16.28746,-28.12096
102422,3Eta Cep,,2.627098326,K0IV,0.912,4.46933,-5.0834,12.64314
112029,42Zet Peg,,-0.618816256,B8.5V,-0.086,59.14798,-21.10201,12.01531
8796,2Alp Tri,,1.952308688,F6IV,0.488,15.0568,8.09722,9.70373
78384,Eta Lup,,-2.478992703,B2.5IV,-0.206,-59.22883,-102.71392,-93.96396
86974,86Mu  Her,,3.798646999,G5IV,0.75,-0.43897,-7.42265,3.90751
102395,Bet Pav,,0.29465777,A5IV,0.163,11.21838,-12.7967,-38.59057
45080,,,-2.112312712,B2IV,-0.19,-48.9806,44.50316,-109.99613
50335,36Zet Leo,,-1.075051803,F0III,0.307,-65.76209,31.82956,31.64215
93805,16Lam Aql,,0.509038638,B9Vn,-0.096,10.903,-36.66151,-3.26716
50372,33Lam UMa,,0.375348882,A2IV,0.029,-27.18509,13.09809,28.05545
3821,24Eta Cas,,4.58641715,G0V SB,0.587,3.09817,0.67388,5.03807
5364,31Eta Cet,,0.674749348,K2III,1.161,33.91645,10.46448,-6.37483
38827,Chi Car,,-1.910862127,B3IVp,-0.177,-34.83663,62.34621,-94.71537
74666,49Del Boo,,0.691132009,G8III,0.961,-19.67122,-22.53003,19.65794
12706,86Gam Cet,,1.468323894,A3V,0.093,18.99188,16.40812,1.4191
67472,Mu  Cen,,-2.571546755,B2IV-Ve,-0.17,-105.78621,-54.8442,-109.08748
49583,30Eta Leo,,-5.596542846,A0Ib,-0.031,-551.71002,295.4136,188.50192
81833,44Eta Her,,0.800211027,G8III-IV,0.916,-8.82283,-25.2278,21.58255
8102,52Tau Cet,,5.68009966,G8V,0.727,3.15162,1.5386,-1.00165
33856,22Sig CMa,,-4.36932603,K4III,1.729,-87.70773,317.77528,-174.80117
55219,54Nu  UMa,,-2.066295197,K3III SB,1.4,-106.46802,19.50248,70.54492
73555,42Bet Boo,,-0.642611783,G8III,0.956,-35.81288,-36.42646,43.46045
90422,Alp Tel,,-0.92696128,B3IV,-0.179,6.23977,-52.7712,-54.96603
112623,Eps Gru,,0.493553184,A3V,0.083,23.64424,-7.61942,-31.02594
32759,13Kap CMa,,-3.420249742,B1.5IVne,-0.116,-44.05694,199.38216,-130.127
35550,55Del Gem,,2.219507752,F0IV...,0.374,-5.7281,15.71155,6.7506
112724,32Iot Cep,,0.756629042,K0III,1.053,13.60765,-4.31125,32.36521
98337,12Gam Sge,,-1.112265193,K5III,1.571,39.23589,-68.81822,28.04006
112748,48Mu  Peg,,0.741909061,M2III,0.933,31.02483,-9.78184,14.89472
17378,23Del Eri,,3.738382928,K0IV,0.915,5.00781,7.37218,-1.53383
47508,14Omi Leo,,0.431886517,A5V+...,0.516,-33.57391,23.25809,7.12265
48774,Phi Vel,,-5.340566477,B5Ib,-0.067,-294.70637,175.5712,-482.13141
92420,10Bet Lyr,,-3.63899138,A8:V comp SB,0.003,48.93404,-220.36364,148.63156
93085,37Xi 2Sgr,,-1.767479469,G8/K0II/III,1.151,26.54302,-103.136,-41.10783
109427,26The Peg,,1.162655303,A2V,0.086,26.12438,-13.57096,3.19694
0,29Gam Vir,,3.155054345,F0 V,,-11.63128,-2.13901,-0.29921
20889,74Eps Tau,,0.145228677,K0III,1.014,17.42892,41.36853,15.61528
40526,17Bet Cnc,,-1.218101219,K4III,1.481,-49.31989,72.76596,14.21497
56343,Xi  Hya,,0.549586253,G8III,0.947,-33.43153,3.95624,-20.91988
77516,32Mu  Ser,,0.144883387,A0V,-0.036,-25.67947,-40.16201,-2.85728
86263,55Xi  Ser,,0.9918996,F0IIIp,0.262,-3.04345,-31.02153,-8.58484
20042,41Ups4Eri,,-0.141307263,B9V,-0.108,19.6006,41.04449,-30.44725
